canonical_smiles,pchembl_value,assay_description,chembl_id,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,AromaticRingCount,FractionCSP3,HeavyAtomCount
Clc1ccc(C2(c3nnc4c(C5CC5)cccn34)CC2)cc1,4.3,Activation of PXR (unknown origin),CHEMBL3318978,309.80000000000007,4.3400000000000025,30.19,0,2,3,5,3,0.3333333333333333,22
Clc1ccc(C2(c3nnc4c(C5CCC5)cccn34)CC2)cc1,6.05,Activation of PXR (unknown origin),CHEMBL3318977,323.82700000000006,4.730100000000003,30.19,0,2,3,5,3,0.3684210526315789,23
Clc1ccc(C2(c3nnc4c(OC5CCC5)cccn34)CC2)cc1,5.82,Activation of PXR (unknown origin),CHEMBL3318976,339.826,4.393900000000003,39.42,0,3,4,5,3,0.3684210526315789,24
Clc1ccc(C2(c3nnc4c(OC5CCCCC5)cccn34)CC2)cc1,6.22,Activation of PXR (unknown origin),CHEMBL3318973,367.88000000000005,5.174100000000004,39.42,0,3,4,5,3,0.42857142857142855,26
Clc1ccc(C2(c3nnc4c(OC5CCOCC5)cccn34)CC2)cc1,5.0,Activation of PXR (unknown origin),CHEMBL3318974,369.8520000000001,4.020400000000002,48.650000000000006,0,4,4,5,3,0.4,26
Clc1ccc(C2(c3nnc4c(Oc5ccc6ccccc6c5)cccn34)CC2)cc1,6.1,Activation of PXR (unknown origin),CHEMBL3318971,411.8920000000001,6.408100000000005,39.42,0,3,4,6,5,0.12,30
Clc1ccc(C2(c3nnc4c(Oc5cccc(Cl)c5)cccn34)CC2)cc1,6.1,Activation of PXR (unknown origin),CHEMBL3318963,396.2770000000001,5.908300000000003,39.42,0,3,4,5,4,0.14285714285714285,27
Clc1ccc(C2(c3nnc4c(Oc5ccccc5)cccn34)CC2)cc1,5.75,Activation of PXR (unknown origin),CHEMBL3318961,361.8320000000001,5.254900000000004,39.42,0,3,4,5,4,0.14285714285714285,26
Clc1ccc(C2(c3nnc4c(Oc5ccccc5-c5ccccc5)cccn34)CC2)cc1,6.3,Activation of PXR (unknown origin),CHEMBL3318970,437.9300000000001,6.921900000000005,39.42,0,3,5,6,5,0.1111111111111111,32
Clc1ccc(C2(c3nnc4c(Oc5ccccc5Cl)cccn34)CC2)cc1,6.01,Activation of PXR (unknown origin),CHEMBL3318962,396.2770000000001,5.908300000000003,39.42,0,3,4,5,4,0.14285714285714285,27
Clc1ccc(C2(c3nnc4c(Oc5ccccc5N5CCOCC5)cccn34)CC2)cc1,6.4,Activation of PXR (unknown origin),CHEMBL3318966,446.9380000000003,5.091500000000004,51.89,0,5,5,6,4,0.28,32
Clc1ccc(Nc2nc(-c3cccs3)cs2)nc1,5.8,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1373822,293.80400000000003,4.6636000000000015,37.81,1,5,3,3,3,0.0,18
Clc1ccc(Oc2cccn3c(C4(c5ccc(Cl)cc5)CC4)nnc23)cc1,5.92,Activation of PXR (unknown origin),CHEMBL3318964,396.2770000000001,5.908300000000004,39.42,0,3,4,5,4,0.14285714285714285,27
Cn1c(=O)c2c(nc(/C=C/c3cccc(Cl)c3)n2C)n(C)c1=O,5.48,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL26138,330.7750000000001,1.7944999999999995,61.82,0,3,2,3,3,0.1875,23
Cn1c(C(=O)N2CCC(C(N)=O)CC2)cc2cc(Cl)ccc21,6.04,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1383935,319.792,2.1692,68.33000000000001,1,2,2,3,2,0.375,22
Cn1c(N)c(C(=O)Nc2ccccc2F)sc1=S,5.125,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))] | PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1557667,283.353,2.789690000000001,60.05,2,4,2,2,2,0.09090909090909091,18
Cn1cc(CNc2cc(OC[C@H]3C[C@@H]3c3ccccn3)nc3ccnn23)cn1,4.64,Activation of PXR (unknown origin) assessed as CYP3A4 induction,CHEMBL3695713,375.43600000000004,2.652400000000001,82.16,1,6,7,5,4,0.3,28
FC(F)(F)Oc1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,6.52,Activation of PXR (unknown origin),CHEMBL3318967,445.82800000000026,6.153500000000004,48.650000000000006,0,4,5,5,4,0.18181818181818182,31
Fc1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,5.96,Activation of PXR (unknown origin),CHEMBL3318965,379.8220000000002,5.394000000000003,39.42,0,3,4,5,4,0.14285714285714285,27
N#C/C(=C/c1ccccc1)c1nn(CCO)c(N)c1C#N,4.63,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))] | PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1576542,279.30299999999994,1.3934599999999995,111.65,2,5,4,2,2,0.13333333333333333,21
N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,4.775,Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis | Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Activation of rat PXR expressed in human HepG2 cells after 24 hrs by luciferase reporter gene based luminescent analysis,CHEMBL284733,407.6440000000001,3.536480000000002,91.53999999999999,1,4,3,3,3,0.058823529411764705,26
N#Cc1ccccc1COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,6.52,Transactivation of PXR in human HepG2 cells,CHEMBL4795359,585.5410000000004,7.477280000000005,67.16,0,4,7,4,3,0.32142857142857145,40
NC(=O)CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1,6.72,Transactivation of PXR in human HepG2 cells by receptor transactivation assay,CHEMBL4213493,532.4590000000001,3.682900000000002,100.7,2,5,5,3,2,0.3157894736842105,34
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(F)cc(Cl)cc21,5.33,Activation of human PXR ligand binding domain incubated for 1 hr by TR-FRET assay,CHEMBL4749601,422.8870000000002,4.835400000000004,63.400000000000006,1,2,5,4,3,0.16666666666666666,30
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(F)cc(F)cc21,5.02,Activation of human PXR ligand binding domain incubated for 1 hr by TR-FRET assay,CHEMBL4763262,406.4320000000002,4.321100000000004,63.400000000000006,1,2,5,4,3,0.16666666666666666,30
NC(=O)[C@@H](c1ccccc1)N(C(=O)c1cccnc1)[C@@H]1CCc2c(F)cc(F)cc21,4.33,Activation of human PXR ligand binding domain incubated for 1 hr by TR-FRET assay,CHEMBL4752955,407.4200000000002,3.7161000000000026,76.29,1,3,5,4,3,0.17391304347826086,30
NC(=O)c1oc2ccccc2c1NC(=O)c1ccc(F)cc1,5.38,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1545746,298.27299999999997,2.9231000000000007,85.33000000000001,2,3,3,3,3,0.0,22
NC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,6.56,Transactivation of PXR in human HepG2 cells,CHEMBL4580320,469.42200000000014,5.347500000000003,60.160000000000004,1,3,4,3,2,0.4,31
NNc1nc(O)c2c3c(sc2n1)-c1ccccc1CC3,6.43,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1516375,284.3440000000001,2.4481,84.06,3,6,1,4,3,0.14285714285714285,20
NS(=O)(=O)c1ccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)cc1,6.62,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL232148,350.37700000000007,1.9179000000000002,119.47000000000001,2,6,3,3,2,0.0,23
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,4.475,Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL1624,776.8720000000001,4.5573000000000015,92.78000000000002,3,4,5,2,2,0.13333333333333333,24
N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,4.9,Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL1743304,650.9760000000001,3.952700000000001,92.78000000000002,3,4,5,2,2,0.13333333333333333,23
N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,6.033333333333334,Activation of human PXR expressed in human HepG2 (DPX-2) cells assessed as induction of CYP3A4 after 24 hrs by luminescent analysis | Activation of rat PXR expressed in human HepG2 cells after 24 hrs by luciferase reporter gene based luminescent analysis | Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL2103827,213.189,-0.4569000000000002,124.01000000000002,5,5,3,1,1,0.2222222222222222,15
Nc1[nH]ncc1C(=O)Nc1cccc(C(F)(F)F)c1,4.9,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1485041,270.214,2.263,83.80000000000001,3,3,2,2,2,0.09090909090909091,19
Nc1c(C(=O)c2ccc(Br)cc2)oc2ccccc12,5.48,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1613234,316.154,4.0085000000000015,56.230000000000004,1,3,2,3,3,0.0,19
Nc1cc2c3c(cccc3c1)C(=O)N(CCN1CCCC1)C2=O,6.54,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1487460,309.369,2.1138000000000003,66.64000000000001,1,4,3,4,2,0.3333333333333333,23
Nc1ccc(C(=O)Nc2ccccc2N)cc1,4.725,Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis | Activation of rat PXR expressed in human HepG2 cells after 24 hrs by luciferase reporter gene based luminescent analysis,CHEMBL1351761,227.26700000000002,2.1033,81.14,3,3,2,2,2,0.0,17
O=C(/C=C\c1cccs1)c1c(O)ccc2ccc(=O)oc12,4.824999999999999,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))] | PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1398824,298.3190000000001,3.4562000000000017,67.50999999999999,1,5,3,3,3,0.0,21
O=C(C1CC(F)(F)C1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,6.0,Transactivation of PXR (unknown origin),CHEMBL5194619,549.6220000000004,6.544900000000007,98.15,0,7,8,9,3,0.6333333333333333,40
O=C(C1CCC(F)(F)CC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,5.1,Transactivation of PXR (unknown origin),CHEMBL5184419,577.6760000000003,7.325100000000008,98.15,0,7,8,9,3,0.65625,42
O=C(C1CCCC1)N1CCC(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,6.1,Transactivation of PXR in human HepG2 cells,CHEMBL3983495,567.523,5.229600000000006,74.68,1,4,5,4,2,0.48,38
O=C(C1CCCCC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,5.22,Transactivation of PXR (unknown origin),CHEMBL5189418,541.6960000000005,7.079900000000008,98.15,0,7,8,9,3,0.65625,40
O=C(C1CCOCC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,5.7,Transactivation of PXR (unknown origin),CHEMBL5199184,543.6680000000005,5.926200000000007,107.38000000000001,0,8,8,9,3,0.6451612903225806,40
O=C(C1CCOCC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,4.82,Transactivation of PXR in human HepG2 cells,CHEMBL3962504,709.6270000000001,6.968700000000006,72.91,0,5,8,5,3,0.40625,48
O=C(C1CCS(=O)(=O)CC1)N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1,5.4,Transactivation of PXR (unknown origin),CHEMBL5204648,591.7340000000003,5.324400000000005,132.29000000000002,0,9,8,9,3,0.6451612903225806,42
O=C(CC1(c2ccc(F)cc2)C2CC3CC(C2)CC1C3)N1CC(O)C1,5.17,Activation of PXR (unknown origin),CHEMBL4067777,343.4420000000001,3.112800000000002,40.540000000000006,1,2,3,6,1,0.6666666666666666,25
O=C(CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1)N1CCOCC1,6.42,Transactivation of PXR in human HepG2 cells by receptor transactivation assay,CHEMBL4205428,602.5499999999997,4.056400000000004,87.15,1,6,5,4,2,0.43478260869565216,39
O=C(CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1)Nc1ccncc1,6.6,Transactivation of PXR in human HepG2 cells by receptor transactivation assay,CHEMBL4216643,609.545,5.231300000000004,99.60000000000001,2,6,6,4,3,0.25,40
O=C(CC1CN(S(=O)(=O)c2ccc(F)cc2)c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2S1)Nc1nncs1,6.59,Transactivation of PXR in human HepG2 cells by receptor transactivation assay,CHEMBL4209091,616.5619999999999,4.687800000000003,112.49000000000001,2,8,6,4,3,0.2857142857142857,39
O=C(CCCCCCC(=O)Nc1ccccc1)NO,4.883333333333333,Activation of human PXR expressed in human HepG2 (DPX-2) cells after 24 hrs by luciferase reporter gene based luminescent analysis | Activation of rat PXR expressed in human HepG2 cells after 24 hrs by luciferase reporter gene based luminescent analysis | Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL98,264.32500000000005,2.4711,78.43,3,3,8,1,1,0.42857142857142855,19
O=C(CN1CCOCC1)Nc1nc2ccc([N+](=O)[O-])cc2s1,5.58,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1577852,322.34600000000006,1.4752,97.6,1,7,4,3,2,0.38461538461538464,22
O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,5.5,Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay,CHEMBL316157,415.4960000000001,-0.3177999999999983,93.42,1,6,6,4,2,0.2631578947368421,28
O=C(N(CC12CCC(c3nc(C4CC4)no3)(CC1)CC2)c1cccc(-c2nc(C3CC3)no2)c1)C12CC(F)(C1)C2,6.0,Transactivation of PXR (unknown origin),CHEMBL5180682,543.6430000000003,6.391800000000007,98.15,0,7,8,11,3,0.6451612903225806,40
O=C(N/N=C/c1c[nH]c2ccccc12)C1COc2ccccc2O1,4.720000000000001,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))] | PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1964748,321.336,2.458,75.71000000000001,2,4,3,4,3,0.1111111111111111,24
O=C(N/N=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1)c1cncc(Br)c1,4.6,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))] | PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL3198275,415.20300000000003,3.776200000000002,110.63,1,6,5,3,3,0.0,26
O=C(N/N=C/c1ccco1)c1ccc(C(=O)N/N=C/c2ccco2)o1,5.28,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL3195512,340.2950000000001,1.9934,122.34,2,7,6,3,3,0.0,25
O=C(N1CCOCC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,5.9,Transactivation of PXR in human HepG2 cells,CHEMBL3948821,710.6150000000001,6.467700000000006,76.15,0,5,7,5,3,0.3870967741935484,48
O=C(NC(=S)Nc1ccc(F)c(Cl)c1)C1CC1,5.145,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))] | PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1488455,272.7320000000001,2.7021000000000006,41.13,2,2,2,2,1,0.2727272727272727,17
O=C(NC1CCCC1)c1cc2c(ccc3ccccc32)o1,4.824999999999999,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))] | PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1331513,279.33900000000006,4.2584000000000035,42.24,1,2,2,4,3,0.2777777777777778,21
O=C(Nc1ccc2c(c1)OCO2)c1ccncc1,4.6,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1319897,242.23399999999998,2.0625999999999998,60.45,1,4,2,3,2,0.07692307692307693,18
O=C(Nc1cccc(-c2nc3cc(Cl)ccc3o2)c1)C1CCCO1,5.59,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1506607,342.78200000000015,4.2657000000000025,64.36,1,4,3,4,3,0.2222222222222222,24
O=C(Nc1cccc(Cl)c1)c1ccc(O)nn1,5.47,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1601528,249.65699999999998,2.0879,75.11,2,4,2,2,2,0.0,17
O=C(Nc1cccc(Cl)c1)c1cccnn1,6.23,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1551329,233.658,2.3823,54.88,1,3,2,2,2,0.0,16
O=C(Nc1ccccc1OC(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.74,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))] | PUBCHEM_BIOASSAY: Luminescence-based counterscreen for activators of the Aryl Hydrocarbon Receptor (AHR): cell-based high throughput dose response screening assay for activators of the Pregnane X Receptor (PXR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1402878,386.23400000000004,5.464900000000004,55.4,1,3,4,3,3,0.0,26
O=C(Nc1ccon1)c1cnc2sccn2c1=O,5.73,"PUBCHEM_BIOASSAY: Luminescence-based cell-based high throughput dose response assay for activators of the Aryl Hydrocarbon Receptor (AHR). (Class of assay: confirmatory) [Related pubchem assays: 2796 (Primary screen (AHR activators in singlicate)), 2845 (Confirmation screen (AHR activators in triplicate)), 434939 (Counterscreen (PXR activators in triplicate)), 2804 (Summary (AHR activators))]",CHEMBL1369293,262.25,0.9962999999999997,89.5,1,6,2,3,3,0.0,18
